gene,string_id
HsT17563,"['9606.ENSP00000249842', '9606.ENSP00000249842', '9606.ENSP00000249842']"
HsT17706,"['9606.ENSP00000044462', '9606.ENSP00000044462', '9606.ENSP00000044462']"
HsT17725,"['9606.ENSP00000331310', '9606.ENSP00000331310', '9606.ENSP00000331310']"
HsT18361,"['9606.ENSP00000453793', '9606.ENSP00000453793', '9606.ENSP00000453793']"
HsT18564,"['9606.ENSP00000316950', '9606.ENSP00000316950', '9606.ENSP00000316950']"
HsT18676,"['9606.ENSP00000379601', '9606.ENSP00000379601', '9606.ENSP00000379601']"
HsT18717,"['9606.ENSP00000260408', '9606.ENSP00000260408', '9606.ENSP00000260408']"
HsT18745,"['9606.ENSP00000379372', '9606.ENSP00000379372', '9606.ENSP00000379372']"
HsT18816,"['9606.ENSP00000178638', '9606.ENSP00000178638', '9606.ENSP00000178638']"
HsT18872,"['9606.ENSP00000261883', '9606.ENSP00000261883', '9606.ENSP00000261883']"
HsT18880,"['9606.ENSP00000332773', '9606.ENSP00000332773', '9606.ENSP00000332773']"
HsT18960,"['9606.ENSP00000249806', '9606.ENSP00000249806', '9606.ENSP00000249806']"
HsT18964,"['9606.ENSP00000327290', '9606.ENSP00000327290', '9606.ENSP00000327290']"
HsT18976,"['9606.ENSP00000452871', '9606.ENSP00000452871', '9606.ENSP00000452871']"
HsT19268,"['9606.ENSP00000258874', '9606.ENSP00000258874', '9606.ENSP00000258874']"
HsT19289,"['9606.ENSP00000302935', '9606.ENSP00000302935']"
HsT19294,"['9606.ENSP00000268206', '9606.ENSP00000268206', '9606.ENSP00000268206']"
HsT19360,"['9606.ENSP00000307181', '9606.ENSP00000307181', '9606.ENSP00000307181']"
HsT19371,"['9606.ENSP00000320092', '9606.ENSP00000320092', '9606.ENSP00000320092']"
HsT19447,"['9606.ENSP00000307041', '9606.ENSP00000307041', '9606.ENSP00000307041']"
HsT19550,"['9606.ENSP00000378056', '9606.ENSP00000378056', '9606.ENSP00000378056']"
HsT19662,"['9606.ENSP00000452948', '9606.ENSP00000452948']"
HsT19680,"['9606.ENSP00000377779', '9606.ENSP00000377779', '9606.ENSP00000377779']"
HsT19690,"['9606.ENSP00000268164', '9606.ENSP00000268164', '9606.ENSP00000268164']"
HsT19883,"['9606.ENSP00000457180', '9606.ENSP00000457180', '9606.ENSP00000457180']"
HsT19888,"['9606.ENSP00000268150', '9606.ENSP00000268150', '9606.ENSP00000268150']"
HsT21816,"['9606.ENSP00000347810', '9606.ENSP00000347810']"
HsT2298,"['9606.ENSP00000325548', '9606.ENSP00000325548', '9606.ENSP00000325548']"
HsT2308,"['9606.ENSP00000351682', '9606.ENSP00000351682', '9606.ENSP00000351682']"
HsT2329,"['9606.ENSP00000323635', '9606.ENSP00000323635', '9606.ENSP00000323635']"
HsT2362,"['9606.ENSP00000464872', '9606.ENSP00000464872', '9606.ENSP00000464872']"
HsT2456,"['9606.ENSP00000300413', '9606.ENSP00000300413', '9606.ENSP00000300413']"
HsT2563,"['9606.ENSP00000256925', '9606.ENSP00000256925', '9606.ENSP00000256925']"
HsT2591,"['9606.ENSP00000269221', '9606.ENSP00000269221', '9606.ENSP00000269221']"
HsT2645,"['9606.ENSP00000390475', '9606.ENSP00000390475', '9606.ENSP00000390475']"
HsT2651,"['9606.ENSP00000237014', '9606.ENSP00000237014', '9606.ENSP00000237014']"
HsT2697,"['9606.ENSP00000323645', '9606.ENSP00000323645', '9606.ENSP00000323645']"
HsT2706,"['9606.ENSP00000283351', '9606.ENSP00000283351', '9606.ENSP00000283351']"
HsT287,"['9606.ENSP00000394757', '9606.ENSP00000394757', '9606.ENSP00000394757']"
HsT3006,"['9606.ENSP00000464780', '9606.ENSP00000464780']"
HsT3101,"['9606.ENSP00000381984', '9606.ENSP00000381984', '9606.ENSP00000381984']"
HsT3108,"['9606.ENSP00000465517', '9606.ENSP00000465517', '9606.ENSP00000465517']"
HsT3226,"['9606.ENSP00000372160', '9606.ENSP00000372160', '9606.ENSP00000372160']"
HsT3308,"['9606.ENSP00000256858', '9606.ENSP00000256858', '9606.ENSP00000256858']"
HsT41028,"['9606.ENSP00000480157', '9606.ENSP00000480157', '9606.ENSP00000480157']"
HsT422,"['9606.ENSP00000315644', '9606.ENSP00000315644']"
HsT441,"['9606.ENSP00000462468', '9606.ENSP00000462468', '9606.ENSP00000462468']"
HsT661,"['9606.ENSP00000458290', '9606.ENSP00000458290', '9606.ENSP00000458290']"
HsT748,"['9606.ENSP00000421377', '9606.ENSP00000421377', '9606.ENSP00000421377']"
HsT771,"['9606.ENSP00000421377', '9606.ENSP00000421377', '9606.ENSP00000421377']"
HsT828,['9606.ENSP00000479069']
HsT829,['9606.ENSP00000483981']
HsT832,"['9606.ENSP00000331302', '9606.ENSP00000331302', '9606.ENSP00000331302']"
HsT885,"['9606.ENSP00000256858', '9606.ENSP00000256858', '9606.ENSP00000256858']"
HsTIR,['9606.ENSP00000468032']
HsTRAD,"['9606.ENSP00000466399', '9606.ENSP00000466399']"
HsTsr3,['9606.ENSP00000007390']
Hsadhc3,"['9606.ENSP00000261383', '9606.ENSP00000261383']"
Hsal1,"['9606.ENSP00000251020', '9606.ENSP00000251020']"
Hsal2,"['9606.ENSP00000483562', '9606.ENSP00000483562']"
Hsc40,"['9606.ENSP00000404079', '9606.ENSP00000404079', '9606.ENSP00000404079']"
Hsema-I,"['9606.ENSP00000265362', '9606.ENSP00000265362', '9606.ENSP00000265362']"
Hsema-III,['9606.ENSP00000265362']
Hsh155,"['9606.ENSP00000335321', '9606.ENSP00000335321', '9606.ENSP00000335321']"
Hsh49,"['9606.ENSP00000271628', '9606.ENSP00000271628', '9606.ENSP00000271628']"
Hsk1,"['9606.ENSP00000393139', '9606.ENSP00000393139', '9606.ENSP00000393139']"
Hsp103,['9606.ENSP00000335153']
Hsp20,"['9606.ENSP00000004982', '9606.ENSP00000004982', '9606.ENSP00000004982']"
Hsp25,"['9606.ENSP00000248553', '9606.ENSP00000248553', '9606.ENSP00000248553']"
Hsp40,"['9606.ENSP00000254322', '9606.ENSP00000254322', '9606.ENSP00000254322']"
Hsp56,['9606.ENSP00000001008']
Hsp89,"['9606.ENSP00000335153', '9606.ENSP00000335153', '9606.ENSP00000335153']"
Hsp90,"['9606.ENSP00000335153', '9606.ENSP00000335153', '9606.ENSP00000335153']"
HspB8,['9606.ENSP00000281938']
HspBP1,['9606.ENSP00000255631']
Ht006,"['9606.ENSP00000233468', '9606.ENSP00000233468', '9606.ENSP00000233468']"
Ht31,"['9606.ENSP00000354718', '9606.ENSP00000354718', '9606.ENSP00000354718']"
Htk-L,"['9606.ENSP00000493716', '9606.ENSP00000493716', '9606.ENSP00000493716']"
HtrA,"['9606.ENSP00000357980', '9606.ENSP00000357980', '9606.ENSP00000357980']"
Htra2-beta,"['9606.ENSP00000416959', '9606.ENSP00000416959', '9606.ENSP00000416959']"
HuADC,['9606.ENSP00000282538']
HuB,"['9606.ENSP00000369453', '9606.ENSP00000369453']"
HuCHA60,['9606.ENSP00000340019']
HuCSADC,['9606.ENSP00000282538']
HuCds1,"['9606.ENSP00000372023', '9606.ENSP00000372023']"
HuEMAP,"['9606.ENSP00000334314', '9606.ENSP00000334314']"
HuEMAP-2,"['9606.ENSP00000451998', '9606.ENSP00000451998']"
HuF2,"['9606.ENSP00000358478', '9606.ENSP00000358478', '9606.ENSP00000358478']"
HuR,['9606.ENSP00000385269']
Hua,"['9606.ENSP00000385269', '9606.ENSP00000385269', '9606.ENSP00000385269']"
Hug,"['9606.ENSP00000389014', '9606.ENSP00000389014', '9606.ENSP00000389014']"
Hugl-2,"['9606.ENSP00000376333', '9606.ENSP00000376333', '9606.ENSP00000376333']"
Huh-17,['9606.ENSP00000297537']
Hulp1,['9606.ENSP00000263346']
HumORF8,"['9606.ENSP00000379721', '9606.ENSP00000379721', '9606.ENSP00000379721']"
HumanS18a,['9606.ENSP00000259873']
HumanS18b,['9606.ENSP00000361206']
Humig,"['9606.ENSP00000354901', '9606.ENSP00000354901', '9606.ENSP00000354901']"
Hunc18b,"['9606.ENSP00000413606', '9606.ENSP00000413606', '9606.ENSP00000413606']"
HuncM-IC,"['9606.ENSP00000288235', '9606.ENSP00000288235', '9606.ENSP00000288235']"
Hup1,"['9606.ENSP00000364524', '9606.ENSP00000364524']"
Hup10,['9606.ENSP00000326003']
Hv1,"['9606.ENSP00000349181', '9606.ENSP00000349181']"
Hxt,"['9606.ENSP00000231121', '9606.ENSP00000231121', '9606.ENSP00000231121']"
Hzf,"['9606.ENSP00000338927', '9606.ENSP00000338927']"
Hzyg,"['9606.ENSP00000291900', '9606.ENSP00000291900']"
I-1,"['9606.ENSP00000418232', '9606.ENSP00000418232', '9606.ENSP00000418232']"
I-15P,"['9606.ENSP00000377549', '9606.ENSP00000377549', '9606.ENSP00000377549']"
I-309,"['9606.ENSP00000225842', '9606.ENSP00000225842', '9606.ENSP00000225842']"
I-4,"['9606.ENSP00000490336', '9606.ENSP00000490336', '9606.ENSP00000490336']"
I-BABP,"['9606.ENSP00000377549', '9606.ENSP00000377549', '9606.ENSP00000377549']"
I-BALB,"['9606.ENSP00000377549', '9606.ENSP00000377549', '9606.ENSP00000377549']"
I-BAP,"['9606.ENSP00000377549', '9606.ENSP00000377549', '9606.ENSP00000377549']"
I-FABP,"['9606.ENSP00000274024', '9606.ENSP00000274024', '9606.ENSP00000274024']"
I-FLICE,"['9606.ENSP00000312455', '9606.ENSP00000312455', '9606.ENSP00000312455']"
I-GLCNAC-6-ST,"['9606.ENSP00000338783', '9606.ENSP00000338783']"
I-GlcNAc-6-ST,['9606.ENSP00000338783']
I-GlcNAc6ST,['9606.ENSP00000338783']
I-MF,['9606.ENSP00000230321']
I-REL,['9606.ENSP00000221452']
I-Rel,"['9606.ENSP00000295025', '9606.ENSP00000295025']"
I-TAC,"['9606.ENSP00000306884', '9606.ENSP00000306884', '9606.ENSP00000306884']"
I-TRAF,"['9606.ENSP00000259075', '9606.ENSP00000259075', '9606.ENSP00000259075']"
I-mfa,"['9606.ENSP00000230321', '9606.ENSP00000230321', '9606.ENSP00000230321']"
I-plastin,"['9606.ENSP00000336831', '9606.ENSP00000336831']"
I0J062,['9606.ENSP00000479258']
I1,"['9606.ENSP00000257905', '9606.ENSP00000382508']"
I100,['9606.ENSP00000351484']
I1E4Y6,['9606.ENSP00000387170']
I1PP2A,"['9606.ENSP00000417864', '9606.ENSP00000417864', '9606.ENSP00000417864']"
I1W660,['9606.ENSP00000363081']
I1YAP6,['9606.ENSP00000474003']
I1Z9G3,['9606.ENSP00000364145']
I2PP2A,['9606.ENSP00000361777']
I3,['9606.ENSP00000297290']
I3L072,['9606.ENSP00000351937']
I3L073,['9606.ENSP00000379242']
I3L0A0,['9606.ENSP00000344166']
I3L0A1,['9606.ENSP00000389026']
I3L0A5,['9606.ENSP00000398273']
I3L0B6,['9606.ENSP00000371870']
I3L0B8,['9606.ENSP00000500333']
I3L0C4,['9606.ENSP00000388502']
I3L0D0,['9606.ENSP00000373684']
I3L0D1,['9606.ENSP00000380112']
I3L0D9,['9606.ENSP00000347755']
I3L0E3,['9606.ENSP00000390331']
I3L0E4,['9606.ENSP00000403760']
I3L0F2,['9606.ENSP00000450958']
I3L0G6,['9606.ENSP00000424737']
I3L0H3,['9606.ENSP00000318615']
I3L0H5,['9606.ENSP00000350295']
I3L0H8,['9606.ENSP00000306117']
I3L0I5,['9606.ENSP00000415207']
I3L0I7,['9606.ENSP00000347755']
I3L0J6,['9606.ENSP00000264005']
I3L0J7,['9606.ENSP00000405388']
I3L0J8,['9606.ENSP00000311005']
I3L0J9,['9606.ENSP00000460348']
I3L0K0,['9606.ENSP00000455229']
I3L0K1,['9606.ENSP00000461784']
I3L0K2,['9606.ENSP00000250101']
I3L0K3,['9606.ENSP00000461830']
I3L0K5,['9606.ENSP00000376097']
I3L0K6,['9606.ENSP00000478212']
I3L0K7,['9606.ENSP00000246957']
I3L0K9,['9606.ENSP00000158762']
I3L0L0,['9606.ENSP00000360493']
I3L0L1,['9606.ENSP00000344392']
I3L0L3,['9606.ENSP00000381293']
I3L0L4,['9606.ENSP00000429190']
I3L0L5,['9606.ENSP00000301365']
I3L0L6,['9606.ENSP00000262482']
I3L0L8,['9606.ENSP00000290015']
I3L0M1,['9606.ENSP00000369816']
I3L0M2,['9606.ENSP00000314606']
I3L0M3,['9606.ENSP00000219782']
I3L0M4,['9606.ENSP00000316338']
I3L0M5,['9606.ENSP00000225296']
I3L0M6,['9606.ENSP00000456609']
I3L0M7,['9606.ENSP00000005340']
I3L0M9,['9606.ENSP00000262306']
I3L0N0,['9606.ENSP00000219069']
I3L0N2,['9606.ENSP00000460823']
I3L0N3,['9606.ENSP00000381293']
I3L0N4,['9606.ENSP00000312017']
I3L0N6,['9606.ENSP00000321627']
I3L0N7,['9606.ENSP00000301740']
I3L0N9,['9606.ENSP00000355384']
I3L0P0,['9606.ENSP00000261597']
I3L0P1,['9606.ENSP00000302719']
I3L0P3,['9606.ENSP00000379531']
I3L0P5,['9606.ENSP00000262441']
I3L0P6,['9606.ENSP00000246957']
I3L0P8,['9606.ENSP00000225728']
I3L0P9,['9606.ENSP00000369614']
I3L0Q0,['9606.ENSP00000380178']
I3L0Q1,['9606.ENSP00000262367']
I3L0Q3,['9606.ENSP00000458879']
I3L0Q4,['9606.ENSP00000349439']
I3L0Q5,['9606.ENSP00000206020']
I3L0Q6,['9606.ENSP00000382274']
I3L0Q8,['9606.ENSP00000363891']
I3L0R0,['9606.ENSP00000315731']
I3L0R3,['9606.ENSP00000253928']
I3L0R7,['9606.ENSP00000303909']
I3L0R8,['9606.ENSP00000158771']
I3L0S0,['9606.ENSP00000327801']
I3L0S1,['9606.ENSP00000268835']
I3L0S2,['9606.ENSP00000460475']
I3L0S4,['9606.ENSP00000326737']
I3L0S5,['9606.ENSP00000305692']
I3L0S6,['9606.ENSP00000401435']
I3L0S7,['9606.ENSP00000219596']
I3L0S8,['9606.ENSP00000302790']
I3L0T0,['9606.ENSP00000353245']
I3L0T2,['9606.ENSP00000460547']
I3L0T3,['9606.ENSP00000263080']
I3L0T4,['9606.ENSP00000293217']
I3L0T6,['9606.ENSP00000306080']
I3L0U0,['9606.ENSP00000460825']
I3L0U1,['9606.ENSP00000459626']
I3L0U2,['9606.ENSP00000005995']
I3L0U4,['9606.ENSP00000461830']
I3L0U5,['9606.ENSP00000329360']
I3L0U8,['9606.ENSP00000300087']
I3L0U9,['9606.ENSP00000309794']
I3L0V0,['9606.ENSP00000351811']
I3L0V3,['9606.ENSP00000347719']
I3L0V5,['9606.ENSP00000478212']
I3L0V6,['9606.ENSP00000403701']
I3L0V7,['9606.ENSP00000262482']
I3L0V9,['9606.ENSP00000309794']
I3L0W0,['9606.ENSP00000478212']
I3L0W2,['9606.ENSP00000402515']
I3L0W3,['9606.ENSP00000331487']
I3L0W4,['9606.ENSP00000269298']
I3L0W5,['9606.ENSP00000264335']
I3L0W7,['9606.ENSP00000269394']
I3L0W8,['9606.ENSP00000457016']
I3L0W9,['9606.ENSP00000269305']
I3L0X1,['9606.ENSP00000345774']
I3L0X3,['9606.ENSP00000322579']
I3L0X5,['9606.ENSP00000206020']
I3L0X6,['9606.ENSP00000460683']
I3L0X7,['9606.ENSP00000460547']
I3L0X8,['9606.ENSP00000251166']
I3L0X9,['9606.ENSP00000315693']
I3L0Y0,['9606.ENSP00000413937']
I3L0Y1,['9606.ENSP00000458290']
I3L0Y2,['9606.ENSP00000322579']
I3L0Y5,['9606.ENSP00000377033']
I3L0Y6,['9606.ENSP00000458762']
I3L0Y7,['9606.ENSP00000378181']
I3L0Y8,['9606.ENSP00000406012']
I3L0Y9,['9606.ENSP00000316338']
I3L0Z0,['9606.ENSP00000254846']
I3L0Z1,['9606.ENSP00000313504']
I3L0Z6,['9606.ENSP00000371294']
I3L0Z7,['9606.ENSP00000251166']
I3L0Z8,['9606.ENSP00000005340']
I3L0Z9,['9606.ENSP00000385905']
I3L100,['9606.ENSP00000382390']
I3L102,['9606.ENSP00000442050']
I3L104,['9606.ENSP00000376097']
I3L106,['9606.ENSP00000288078']
I3L107,['9606.ENSP00000254722']
I3L108,['9606.ENSP00000455785']
I3L109,['9606.ENSP00000299866']
I3L111,['9606.ENSP00000481917']
I3L112,['9606.ENSP00000284061']
I3L113,['9606.ENSP00000316338']
I3L116,['9606.ENSP00000161006']
I3L117,['9606.ENSP00000392025']
I3L119,['9606.ENSP00000378642']
I3L120,['9606.ENSP00000347719']
I3L121,['9606.ENSP00000344392']
I3L122,['9606.ENSP00000341346']
I3L124,['9606.ENSP00000355384']
I3L125,['9606.ENSP00000316338']
I3L126,['9606.ENSP00000261499']
I3L127,['9606.ENSP00000460825']
I3L129,['9606.ENSP00000269299']
I3L130,['9606.ENSP00000376097']
I3L131,['9606.ENSP00000347719']
I3L133,['9606.ENSP00000459533']
I3L134,['9606.ENSP00000219476']
I3L135,['9606.ENSP00000458663']
I3L136,['9606.ENSP00000262300']
I3L137,['9606.ENSP00000461425']
I3L139,['9606.ENSP00000269373']
I3L141,['9606.ENSP00000371051']
I3L143,['9606.ENSP00000347719']
I3L144,['9606.ENSP00000402515']
I3L145,['9606.ENSP00000369816']
I3L146,['9606.ENSP00000412886']
I3L147,['9606.ENSP00000161006']
I3L148,['9606.ENSP00000496129']
I3L153,['9606.ENSP00000401237']
I3L155,['9606.ENSP00000378760']
I3L156,['9606.ENSP00000250056']
I3L158,['9606.ENSP00000293889']
I3L159,['9606.ENSP00000477572']
I3L161,['9606.ENSP00000459019']
I3L162,['9606.ENSP00000458537']
I3L163,['9606.ENSP00000347719']
I3L164,['9606.ENSP00000268835']
I3L165,['9606.ENSP00000331201']
I3L166,['9606.ENSP00000456218']
I3L167,['9606.ENSP00000460885']
I3L171,['9606.ENSP00000288078']
I3L172,['9606.ENSP00000305138']
I3L174,['9606.ENSP00000248089']
I3L176,['9606.ENSP00000263073']
I3L177,['9606.ENSP00000225737']
I3L178,['9606.ENSP00000461785']
I3L180,['9606.ENSP00000369863']
I3L181,['9606.ENSP00000328977']
I3L182,['9606.ENSP00000301740']
I3L183,['9606.ENSP00000312017']
I3L184,['9606.ENSP00000401435']
I3L187,['9606.ENSP00000457991']
I3L188,['9606.ENSP00000253928']
I3L191,['9606.ENSP00000444052']
I3L192,['9606.ENSP00000333769']
I3L193,['9606.ENSP00000324901']
I3L194,['9606.ENSP00000482870']
I3L195,['9606.ENSP00000262288']
I3L196,['9606.ENSP00000380635']
I3L197,['9606.ENSP00000339973']
I3L1A0,['9606.ENSP00000460539']
I3L1A1,['9606.ENSP00000319979']
I3L1A2,['9606.ENSP00000321804']
I3L1A3,['9606.ENSP00000460871']
I3L1A4,['9606.ENSP00000312988']
I3L1A5,['9606.ENSP00000349439']
I3L1A6,['9606.ENSP00000369614']
I3L1A7,['9606.ENSP00000253928']
I3L1A8,['9606.ENSP00000379869']
I3L1B0,['9606.ENSP00000369614']
I3L1B1,['9606.ENSP00000320821']
I3L1B5,['9606.ENSP00000493946']
I3L1B6,['9606.ENSP00000368686']
I3L1B7,['9606.ENSP00000374353']
I3L1B9,['9606.ENSP00000401237']
I3L1C0,['9606.ENSP00000301740']
I3L1C1,['9606.ENSP00000369816']
I3L1C4,['9606.ENSP00000442050']
I3L1C7,['9606.ENSP00000456609']
I3L1C8,['9606.ENSP00000316338']
I3L1D0,['9606.ENSP00000376139']
I3L1D1,['9606.ENSP00000349252']
I3L1D2,['9606.ENSP00000250124']
I3L1D4,['9606.ENSP00000391269']
I3L1D5,['9606.ENSP00000369530']
I3L1D9,['9606.ENSP00000460683']
I3L1E1,['9606.ENSP00000458772']
I3L1E3,['9606.ENSP00000331201']
I3L1E4,['9606.ENSP00000395723']
I3L1E7,['9606.ENSP00000380131']
I3L1E8,['9606.ENSP00000446242']
I3L1E9,['9606.ENSP00000369614']
I3L1F1,['9606.ENSP00000331201']
I3L1F2,['9606.ENSP00000260810']
I3L1F3,['9606.ENSP00000263088']
I3L1F4,['9606.ENSP00000301329']
I3L1F5,['9606.ENSP00000477572']
I3L1F6,['9606.ENSP00000328061']
I3L1F7,['9606.ENSP00000283025']
I3L1F8,['9606.ENSP00000269299']
I3L1F9,['9606.ENSP00000442050']
I3L1G0,['9606.ENSP00000289932']
I3L1G1,['9606.ENSP00000460823']
I3L1G2,['9606.ENSP00000386609']
I3L1G4,['9606.ENSP00000369816']
I3L1G6,['9606.ENSP00000382274']
I3L1G9,['9606.ENSP00000251166']
I3L1H1,['9606.ENSP00000355384']
I3L1H2,['9606.ENSP00000347140']
I3L1H3,['9606.ENSP00000459533']
I3L1H4,['9606.ENSP00000379841']
I3L1H5,['9606.ENSP00000263083']
I3L1H6,['9606.ENSP00000411821']
I3L1H7,['9606.ENSP00000262300']
I3L1H9,['9606.ENSP00000371715']
I3L1I0,['9606.ENSP00000301329']
I3L1I3,['9606.ENSP00000355077']
I3L1I4,['9606.ENSP00000369716']
I3L1I6,['9606.ENSP00000262375']
I3L1I8,['9606.ENSP00000301740']
I3L1I9,['9606.ENSP00000459533']
I3L1J1,['9606.ENSP00000369816']
I3L1J2,['9606.ENSP00000497290']
I3L1J3,['9606.ENSP00000458879']
I3L1J4,['9606.ENSP00000344392']
I3L1J5,['9606.ENSP00000321386']
I3L1J7,['9606.ENSP00000321706']
I3L1J9,['9606.ENSP00000326737']
I3L1K0,['9606.ENSP00000380061']
I3L1K1,['9606.ENSP00000262483']
I3L1K3,['9606.ENSP00000434614']
I3L1K4,['9606.ENSP00000262482']
I3L1K5,['9606.ENSP00000455229']
I3L1K6,['9606.ENSP00000347055']
I3L1K7,['9606.ENSP00000461784']
I3L1K8,['9606.ENSP00000371294']
I3L1K9,['9606.ENSP00000315693']
I3L1L0,['9606.ENSP00000347719']
I3L1L3,['9606.ENSP00000370968']
I3L1L4,['9606.ENSP00000460547']
I3L1L5,['9606.ENSP00000459580']
I3L1L6,['9606.ENSP00000225296']
I3L1L7,['9606.ENSP00000401237']
I3L1L8,['9606.ENSP00000383558']
I3L1L9,['9606.ENSP00000442050']
I3L1M1,['9606.ENSP00000251166']
I3L1M2,['9606.ENSP00000457241']
I3L1M3,['9606.ENSP00000379438']
I3L1M4,['9606.ENSP00000345774']
I3L1M6,['9606.ENSP00000403701']
I3L1M7,['9606.ENSP00000352463']
I3L1N0,['9606.ENSP00000322579']
I3L1N2,['9606.ENSP00000385905']
I3L1N3,['9606.ENSP00000313504']
I3L1N5,['9606.ENSP00000248089']
I3L1N8,['9606.ENSP00000395983']
I3L1N9,['9606.ENSP00000273986']
I3L1P1,['9606.ENSP00000459533']
I3L1P2,['9606.ENSP00000355250']
I3L1P4,['9606.ENSP00000301396']
I3L1P5,['9606.ENSP00000331201']
I3L1P6,['9606.ENSP00000459019']
I3L1P8,['9606.ENSP00000225665']
I3L1P9,['9606.ENSP00000378426']
I3L1Q0,['9606.ENSP00000328977']
I3L1Q1,['9606.ENSP00000460823']
I3L1Q2,['9606.ENSP00000369674']
I3L1Q3,['9606.ENSP00000379869']
I3L1Q4,['9606.ENSP00000458663']
I3L1Q5,['9606.ENSP00000301364']
I3L1Q6,['9606.ENSP00000264005']
I3L1Q7,['9606.ENSP00000458762']
I3L1Q8,['9606.ENSP00000371051']
I3L1Q9,['9606.ENSP00000262643']
I3L1R0,['9606.ENSP00000459533']
I3L1R1,['9606.ENSP00000413937']
I3L1R3,['9606.ENSP00000347055']
I3L1R6,['9606.ENSP00000459962']
I3L1R7,['9606.ENSP00000442050']
I3L1R8,['9606.ENSP00000302783']
I3L1S0,['9606.ENSP00000293851']
I3L1S2,['9606.ENSP00000320935']
I3L1S3,['9606.ENSP00000347719']
I3L1S7,['9606.ENSP00000380061']
I3L1S8,['9606.ENSP00000158771']
I3L1S9,['9606.ENSP00000289968']
I3L1T0,['9606.ENSP00000322316']
I3L1T1,['9606.ENSP00000268835']
I3L1T2,['9606.ENSP00000460823']
I3L1T3,['9606.ENSP00000158771']
I3L1T4,['9606.ENSP00000401237']
I3L1T5,['9606.ENSP00000251166']
I3L1T6,['9606.ENSP00000262375']
I3L1T7,['9606.ENSP00000304290']
I3L1T8,['9606.ENSP00000460348']
I3L1T9,['9606.ENSP00000262375']
I3L1U0,['9606.ENSP00000301336']
I3L1U1,['9606.ENSP00000347427']
I3L1U2,['9606.ENSP00000455785']
I3L1U4,['9606.ENSP00000254722']
I3L1U5,['9606.ENSP00000251143']
I3L1U7,['9606.ENSP00000315693']
I3L1U8,['9606.ENSP00000303909']
I3L1U9,['9606.ENSP00000458162']
I3L1V0,['9606.ENSP00000365725']
I3L1V1,['9606.ENSP00000459019']
I3L1V3,['9606.ENSP00000429190']
I3L1V4,['9606.ENSP00000304360']
I3L1V5,"['9606.ENSP00000337478', '9606.ENSP00000460539']"
I3L1V6,['9606.ENSP00000297290']
I3L1V9,['9606.ENSP00000250111']
I3L1W0,['9606.ENSP00000374353']
I3L1W2,['9606.ENSP00000461269']
I3L1W3,['9606.ENSP00000158771']
I3L1W5,['9606.ENSP00000301740']
I3L1W6,['9606.ENSP00000401435']
I3L1W7,['9606.ENSP00000305465']
I3L1W8,['9606.ENSP00000263073']
I3L1X0,['9606.ENSP00000288078']
I3L1X2,['9606.ENSP00000225941']
I3L1X3,['9606.ENSP00000314619']
I3L1X4,['9606.ENSP00000362634']
I3L1X5,['9606.ENSP00000401237']
I3L1X7,['9606.ENSP00000319918']
I3L1Y1,['9606.ENSP00000262065']
I3L1Y2,['9606.ENSP00000477572']
I3L1Y3,['9606.ENSP00000379773']
I3L1Y4,['9606.ENSP00000460871']
I3L1Y5,['9606.ENSP00000327801']
I3L1Y7,['9606.ENSP00000268989']
I3L1Y8,['9606.ENSP00000458762']
I3L1Y9,['9606.ENSP00000380159']
I3L1Z0,['9606.ENSP00000496129']
I3L1Z1,['9606.ENSP00000251166']
I3L1Z2,['9606.ENSP00000250113']
I3L1Z3,['9606.ENSP00000348510']
I3L1Z4,['9606.ENSP00000380087']
I3L1Z5,['9606.ENSP00000261584']
I3L1Z6,['9606.ENSP00000205557']
I3L1Z7,['9606.ENSP00000498071']
I3L1Z8,['9606.ENSP00000369614']
I3L1Z9,['9606.ENSP00000459943']
I3L200,['9606.ENSP00000379869']
I3L202,['9606.ENSP00000340299']
I3L203,['9606.ENSP00000347427']
I3L204,['9606.ENSP00000496954']
I3L205,['9606.ENSP00000401237']
I3L206,['9606.ENSP00000365725']
I3L207,['9606.ENSP00000314606']
I3L208,['9606.ENSP00000363873']
I3L209,['9606.ENSP00000378332']
I3L210,['9606.ENSP00000321386']
